https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XMR,Volume USDT,tradecount
1610614800000,2021-01-14 09:00:00,XMR/USDT,168.72000000,168.94000000,165.04000000,165.42000000,5499.13202000,915758.65491620,2040
1610611200000,2021-01-14 08:00:00,XMR/USDT,166.08000000,170.61000000,165.62000000,168.91000000,7614.50889000,1277881.69116310,2741
1610607600000,2021-01-14 07:00:00,XMR/USDT,166.47000000,168.14000000,165.70000000,166.07000000,3910.84339000,652629.30120890,1713
1610604000000,2021-01-14 06:00:00,XMR/USDT,163.77000000,166.78000000,163.67000000,166.29000000,3487.11537000,576798.64030090,1186
1610600400000,2021-01-14 05:00:00,XMR/USDT,165.18000000,165.47000000,163.54000000,163.65000000,2187.42420000,360080.41362900,731
1610596800000,2021-01-14 04:00:00,XMR/USDT,163.27000000,165.25000000,161.68000000,165.21000000,3107.07389000,508021.04898900,1344
1610593200000,2021-01-14 03:00:00,XMR/USDT,164.91000000,166.28000000,162.90000000,163.15000000,5852.50672000,966132.71836820,1879
1610589600000,2021-01-14 02:00:00,XMR/USDT,166.95000000,167.78000000,164.13000000,164.63000000,7840.12283000,1298195.72570270,2357
1610586000000,2021-01-14 01:00:00,XMR/USDT,167.45000000,167.99000000,166.17000000,166.77000000,4145.99166000,692925.52138880,2060
1610582400000,2021-01-14 00:00:00,XMR/USDT,171.20000000,171.87000000,166.41000000,167.43000000,12192.48810000,2059141.07841930,5537
1610578800000,2021-01-13 23:00:00,XMR/USDT,169.65000000,173.26000000,169.23000000,171.55000000,11715.63831000,2009516.12629500,4581
1610575200000,2021-01-13 22:00:00,XMR/USDT,169.80000000,170.00000000,168.21000000,169.56000000,5874.39301000,995222.17107140,3606
1610571600000,2021-01-13 21:00:00,XMR/USDT,167.11000000,169.95000000,166.72000000,169.81000000,7749.82642000,1309358.93170620,3860
1610568000000,2021-01-13 20:00:00,XMR/USDT,165.85000000,167.28000000,164.16000000,167.00000000,3875.69448000,643825.71021790,2058
1610564400000,2021-01-13 19:00:00,XMR/USDT,165.90000000,166.42000000,164.68000000,165.79000000,4420.34618000,732824.75024590,2206
1610560800000,2021-01-13 18:00:00,XMR/USDT,165.23000000,168.14000000,165.02000000,165.90000000,7579.67955000,1260770.55689500,2572
1610557200000,2021-01-13 17:00:00,XMR/USDT,165.77000000,166.73000000,165.04000000,165.21000000,4406.17170000,731118.72726940,1241
1610553600000,2021-01-13 16:00:00,XMR/USDT,165.83000000,166.69000000,164.00000000,165.77000000,5367.84951000,886721.33859990,2180
1610550000000,2021-01-13 15:00:00,XMR/USDT,164.29000000,166.00000000,163.63000000,165.83000000,5545.19204000,913526.21335020,2052
1610546400000,2021-01-13 14:00:00,XMR/USDT,163.70000000,166.30000000,163.17000000,164.33000000,10151.39607000,1675259.04931380,2935
1610542800000,2021-01-13 13:00:00,XMR/USDT,161.04000000,164.33000000,159.90000000,163.68000000,5566.06329000,907058.97228570,1967
1610539200000,2021-01-13 12:00:00,XMR/USDT,161.29000000,161.58000000,158.54000000,160.97000000,6704.50925000,1071527.71687370,2712
1610535600000,2021-01-13 11:00:00,XMR/USDT,162.98000000,164.30000000,161.01000000,161.19000000,7667.35298000,1247095.65175420,2307
1610532000000,2021-01-13 10:00:00,XMR/USDT,160.56000000,163.74000000,160.46000000,162.79000000,11680.98911000,1896548.85817800,3583
1610528400000,2021-01-13 09:00:00,XMR/USDT,160.13000000,163.59000000,158.36000000,160.56000000,10475.01579000,1685654.34130000,3125
1610524800000,2021-01-13 08:00:00,XMR/USDT,161.10000000,161.18000000,159.33000000,160.10000000,6521.53103000,1043296.53183350,2002
1610521200000,2021-01-13 07:00:00,XMR/USDT,158.61000000,162.15000000,158.18000000,161.05000000,7002.88956000,1124571.54507990,2367
1610517600000,2021-01-13 06:00:00,XMR/USDT,155.98000000,159.63000000,155.64000000,158.43000000,5426.77068000,856905.90185980,1828
1610514000000,2021-01-13 05:00:00,XMR/USDT,157.25000000,159.18000000,155.04000000,156.00000000,5731.79130000,896716.22885440,1733
1610510400000,2021-01-13 04:00:00,XMR/USDT,158.56000000,158.56000000,155.58000000,156.96000000,5736.04620000,898559.13815410,2050
1610506800000,2021-01-13 03:00:00,XMR/USDT,156.90000000,159.92000000,156.84000000,158.35000000,6240.16315000,991998.43495690,1582
1610503200000,2021-01-13 02:00:00,XMR/USDT,156.74000000,158.52000000,155.02000000,157.12000000,4742.60931000,744297.99009500,1738
1610499600000,2021-01-13 01:00:00,XMR/USDT,152.53000000,156.99000000,152.41000000,156.71000000,5110.19548000,792712.72429120,2041
1610496000000,2021-01-13 00:00:00,XMR/USDT,159.16000000,159.49000000,152.29000000,152.77000000,5752.88998000,894541.02697820,2967
1610492400000,2021-01-12 23:00:00,XMR/USDT,156.39000000,159.26000000,155.00000000,159.09000000,5655.19423000,884401.63507220,2222
1610488800000,2021-01-12 22:00:00,XMR/USDT,161.51000000,161.84000000,155.86000000,156.43000000,5558.10590000,885942.64654000,1926
1610485200000,2021-01-12 21:00:00,XMR/USDT,160.00000000,161.62000000,157.25000000,161.41000000,4094.48319000,654125.20590650,1737
1610481600000,2021-01-12 20:00:00,XMR/USDT,160.59000000,160.98000000,157.68000000,159.98000000,6856.69931000,1091989.54186200,2719
1610478000000,2021-01-12 19:00:00,XMR/USDT,165.84000000,165.90000000,158.22000000,160.60000000,10439.47570000,1689694.74381080,3528
1610474400000,2021-01-12 18:00:00,XMR/USDT,163.29000000,166.91000000,163.03000000,165.65000000,12979.01071000,2143882.53655940,3443
1610470800000,2021-01-12 17:00:00,XMR/USDT,163.60000000,163.95000000,160.28000000,163.29000000,10820.78876000,1754372.57496960,3261
1610467200000,2021-01-12 16:00:00,XMR/USDT,159.93000000,163.66000000,159.82000000,163.57000000,7400.87880000,1197541.93617670,3053
1610463600000,2021-01-12 15:00:00,XMR/USDT,158.91000000,162.00000000,158.83000000,159.80000000,6856.84848000,1097470.53922790,2854
1610460000000,2021-01-12 14:00:00,XMR/USDT,156.89000000,159.57000000,155.28000000,158.90000000,10503.84607000,1655785.28428040,4425
1610456400000,2021-01-12 13:00:00,XMR/USDT,162.51000000,165.70000000,156.63000000,156.66000000,10542.53050000,1701863.47043410,4610
1610452800000,2021-01-12 12:00:00,XMR/USDT,162.25000000,164.30000000,161.19000000,162.48000000,5324.88526000,865980.36797860,2046
1610449200000,2021-01-12 11:00:00,XMR/USDT,160.54000000,163.96000000,160.54000000,162.17000000,7982.81703000,1293275.70190330,2819
1610445600000,2021-01-12 10:00:00,XMR/USDT,164.63000000,166.40000000,158.87000000,160.55000000,16641.07553000,2689892.60441850,4757
1610442000000,2021-01-12 09:00:00,XMR/USDT,161.95000000,165.89000000,161.38000000,164.55000000,12057.06738000,1983414.28549120,3534
1610438400000,2021-01-12 08:00:00,XMR/USDT,166.64000000,167.76000000,161.43000000,161.82000000,12406.20452000,2047679.95885960,4526
1610434800000,2021-01-12 07:00:00,XMR/USDT,166.42000000,168.55000000,163.00000000,166.82000000,19034.27399000,3153870.18240670,5552
1610431200000,2021-01-12 06:00:00,XMR/USDT,169.29000000,171.80000000,166.22000000,166.37000000,14162.64943000,2402589.12049370,4843
1610427600000,2021-01-12 05:00:00,XMR/USDT,169.83000000,172.00000000,166.92000000,169.30000000,16212.37738000,2744880.67232050,4163
1610424000000,2021-01-12 04:00:00,XMR/USDT,171.69000000,172.44000000,167.00000000,170.02000000,17178.96121000,2908130.03140440,5350
1610420400000,2021-01-12 03:00:00,XMR/USDT,166.28000000,174.24000000,164.92000000,171.69000000,24309.07076000,4130677.24431120,6787
1610416800000,2021-01-12 02:00:00,XMR/USDT,162.54000000,166.59000000,161.61000000,166.22000000,10310.23599000,1690796.81390270,4474
1610413200000,2021-01-12 01:00:00,XMR/USDT,162.55000000,168.86000000,160.10000000,162.49000000,19084.51405000,3141423.40381280,7298
1610409600000,2021-01-12 00:00:00,XMR/USDT,157.94000000,164.79000000,153.69000000,162.68000000,20436.83219000,3240041.67969280,7937
1610406000000,2021-01-11 23:00:00,XMR/USDT,161.23000000,163.64000000,157.61000000,157.96000000,10219.56088000,1641888.58928910,4041
1610402400000,2021-01-11 22:00:00,XMR/USDT,161.92000000,166.77000000,160.05000000,161.12000000,15181.17468000,2482163.24124570,4292
1610398800000,2021-01-11 21:00:00,XMR/USDT,158.29000000,164.30000000,156.20000000,161.70000000,24187.50045000,3896363.20639530,8181
1610395200000,2021-01-11 20:00:00,XMR/USDT,151.56000000,158.29000000,147.92000000,158.29000000,24662.75734000,3759156.17593220,6012
1610391600000,2021-01-11 19:00:00,XMR/USDT,151.15000000,154.47000000,148.00000000,151.70000000,16263.81517000,2465808.69811700,5614
1610388000000,2021-01-11 18:00:00,XMR/USDT,151.52000000,154.73000000,149.06000000,151.11000000,16798.28546000,2549092.51170600,4227
1610384400000,2021-01-11 17:00:00,XMR/USDT,148.68000000,156.81000000,143.57000000,151.55000000,22198.80873000,3363643.79465470,7498
1610380800000,2021-01-11 16:00:00,XMR/USDT,147.70000000,150.09000000,142.50000000,148.63000000,27807.90388000,4056066.46276400,10863
1610377200000,2021-01-11 15:00:00,XMR/USDT,153.03000000,154.91000000,145.22000000,148.10000000,19028.39912000,2847094.64399550,6760
1610373600000,2021-01-11 14:00:00,XMR/USDT,154.14000000,156.37000000,143.33000000,153.03000000,37857.52095000,5655019.79508060,11478
1610370000000,2021-01-11 13:00:00,XMR/USDT,157.17000000,160.99000000,151.20000000,154.04000000,27994.19114000,4350675.72625040,8724
1610366400000,2021-01-11 12:00:00,XMR/USDT,157.31000000,162.25000000,152.78000000,157.32000000,34100.70900000,5395079.23940020,9744
1610362800000,2021-01-11 11:00:00,XMR/USDT,168.32000000,169.36000000,156.51000000,157.25000000,40037.29683000,6535242.11182450,10089
1610359200000,2021-01-11 10:00:00,XMR/USDT,169.38000000,176.33000000,165.76000000,168.33000000,36746.41545000,6302528.53098450,11440
1610355600000,2021-01-11 09:00:00,XMR/USDT,158.69000000,176.89000000,153.76000000,169.37000000,40516.42527000,6777306.11812120,14179
1610352000000,2021-01-11 08:00:00,XMR/USDT,151.53000000,159.02000000,151.53000000,158.59000000,15296.05367000,2378069.15004320,5275
1610348400000,2021-01-11 07:00:00,XMR/USDT,144.99000000,153.00000000,143.70000000,151.46000000,23942.48948000,3556544.23811350,7352
1610344800000,2021-01-11 06:00:00,XMR/USDT,153.64000000,154.00000000,142.00000000,145.08000000,39104.30265000,5822958.47993760,12608
1610341200000,2021-01-11 05:00:00,XMR/USDT,155.18000000,160.08000000,151.71000000,153.74000000,32219.48350000,5029832.10088010,10834
1610337600000,2021-01-11 04:00:00,XMR/USDT,151.97000000,156.46000000,146.54000000,155.26000000,31064.18326000,4750736.58784500,10288
1610334000000,2021-01-11 03:00:00,XMR/USDT,164.62000000,167.05000000,144.00000000,151.88000000,45458.75838000,6995274.10854520,17396
1610330400000,2021-01-11 02:00:00,XMR/USDT,174.66000000,175.36000000,164.18000000,164.67000000,39271.91209000,6624135.16320780,12220
1610326800000,2021-01-11 01:00:00,XMR/USDT,178.27000000,179.13000000,174.00000000,174.52000000,20722.27698000,3648867.60930030,6034
1610323200000,2021-01-11 00:00:00,XMR/USDT,185.03000000,186.42000000,176.11000000,178.21000000,31256.03960000,5619772.96163140,11925
1610319600000,2021-01-10 23:00:00,XMR/USDT,176.12000000,190.00000000,176.12000000,184.89000000,33741.77170000,6211108.22241430,12165
1610316000000,2021-01-10 22:00:00,XMR/USDT,177.29000000,177.35000000,172.39000000,176.11000000,9346.74439000,1634279.29521410,4800
1610312400000,2021-01-10 21:00:00,XMR/USDT,166.78000000,177.98000000,166.61000000,177.28000000,23727.41277000,4092072.03117110,8158
1610308800000,2021-01-10 20:00:00,XMR/USDT,164.31000000,167.50000000,155.18000000,166.78000000,29981.10009000,4882360.29639350,10410
1610305200000,2021-01-10 19:00:00,XMR/USDT,171.43000000,173.86000000,162.54000000,164.28000000,18556.98697000,3142255.20380250,6089
1610301600000,2021-01-10 18:00:00,XMR/USDT,174.81000000,177.07000000,167.00000000,171.51000000,27586.89410000,4720660.39645070,8016
1610298000000,2021-01-10 17:00:00,XMR/USDT,174.93000000,178.00000000,163.34000000,174.84000000,48056.85352000,8245461.18480190,14866
1610294400000,2021-01-10 16:00:00,XMR/USDT,163.37000000,176.21000000,162.88000000,174.99000000,44353.18081000,7584274.39480380,13993
1610290800000,2021-01-10 15:00:00,XMR/USDT,158.53000000,164.30000000,156.77000000,163.49000000,15222.50660000,2449898.10584120,5420
1610287200000,2021-01-10 14:00:00,XMR/USDT,165.55000000,165.69000000,157.71000000,158.65000000,22891.93920000,3708814.52648640,7456
1610283600000,2021-01-10 13:00:00,XMR/USDT,156.70000000,169.50000000,156.13000000,165.52000000,39554.23479000,6510415.64557850,13034
1610280000000,2021-01-10 12:00:00,XMR/USDT,152.54000000,157.28000000,148.85000000,156.79000000,14679.28239000,2266324.69037570,5634
1610276400000,2021-01-10 11:00:00,XMR/USDT,158.16000000,159.25000000,150.83000000,152.47000000,21573.06183000,3333888.12207700,8178
1610272800000,2021-01-10 10:00:00,XMR/USDT,160.35000000,160.39000000,152.81000000,158.17000000,21310.63609000,3353639.19649910,8290
1610269200000,2021-01-10 09:00:00,XMR/USDT,161.42000000,165.82000000,160.32000000,160.42000000,22770.37680000,3718211.33640820,5585
1610265600000,2021-01-10 08:00:00,XMR/USDT,164.19000000,164.50000000,159.10000000,161.37000000,20016.07886000,3226247.24226330,5379
1610262000000,2021-01-10 07:00:00,XMR/USDT,156.91000000,164.99000000,156.67000000,164.06000000,22847.57945000,3687835.06860080,6995
1610258400000,2021-01-10 06:00:00,XMR/USDT,157.02000000,158.71000000,155.45000000,156.99000000,12895.30259000,2029499.37606090,3727
1610254800000,2021-01-10 05:00:00,XMR/USDT,156.60000000,157.07000000,153.00000000,157.02000000,17481.15237000,2708193.98353900,4862
1610251200000,2021-01-10 04:00:00,XMR/USDT,149.24000000,158.00000000,149.11000000,156.62000000,19416.15242000,2995761.68560880,7637
1610247600000,2021-01-10 03:00:00,XMR/USDT,149.75000000,150.52000000,148.99000000,149.26000000,11059.18089000,1657071.44400010,2332
1610244000000,2021-01-10 02:00:00,XMR/USDT,149.76000000,149.88000000,148.96000000,149.75000000,3887.30215000,581174.50760140,1194
1610240400000,2021-01-10 01:00:00,XMR/USDT,149.95000000,149.97000000,148.82000000,149.73000000,7272.43558000,1087154.40491730,1815
1610236800000,2021-01-10 00:00:00,XMR/USDT,147.36000000,150.12000000,147.36000000,149.92000000,8702.20828000,1300330.16399340,2992
1610233200000,2021-01-09 23:00:00,XMR/USDT,146.10000000,148.35000000,145.45000000,147.40000000,5012.63047000,737412.87294100,1982
1610229600000,2021-01-09 22:00:00,XMR/USDT,146.91000000,147.82000000,145.26000000,146.08000000,5219.15969000,763947.62087260,1916
1610226000000,2021-01-09 21:00:00,XMR/USDT,147.68000000,148.22000000,146.50000000,146.79000000,5000.08591000,737412.22925960,1746
1610222400000,2021-01-09 20:00:00,XMR/USDT,147.77000000,148.21000000,146.45000000,147.81000000,6967.35568000,1027307.29750330,2519
1610218800000,2021-01-09 19:00:00,XMR/USDT,146.30000000,149.05000000,146.00000000,147.80000000,17943.55712000,2653374.35630210,3813
1610215200000,2021-01-09 18:00:00,XMR/USDT,145.28000000,147.19000000,145.00000000,146.32000000,7848.64735000,1146385.66393310,2312
1610211600000,2021-01-09 17:00:00,XMR/USDT,144.06000000,145.28000000,144.06000000,145.28000000,6905.21849000,1000769.70806950,1578
1610208000000,2021-01-09 16:00:00,XMR/USDT,144.75000000,145.68000000,143.60000000,144.06000000,11689.14941000,1691872.04798780,3288
1610204400000,2021-01-09 15:00:00,XMR/USDT,143.03000000,144.74000000,141.97000000,144.72000000,5506.52837000,788112.26235480,2172
1610200800000,2021-01-09 14:00:00,XMR/USDT,143.68000000,144.95000000,143.00000000,143.05000000,5753.59434000,830091.19798720,1907
1610197200000,2021-01-09 13:00:00,XMR/USDT,141.70000000,143.90000000,141.70000000,143.60000000,5334.70043000,763891.40971840,1869
1610193600000,2021-01-09 12:00:00,XMR/USDT,145.34000000,146.20000000,141.43000000,141.71000000,19381.21917000,2769338.09032160,3676
1610190000000,2021-01-09 11:00:00,XMR/USDT,146.16000000,146.66000000,145.00000000,145.35000000,4711.05522000,687661.61904760,1932
1610186400000,2021-01-09 10:00:00,XMR/USDT,144.96000000,146.19000000,144.75000000,146.18000000,3819.26957000,556264.31820230,1325
1610182800000,2021-01-09 09:00:00,XMR/USDT,144.47000000,146.42000000,144.45000000,144.97000000,4731.40443000,687316.44114500,2277
1610179200000,2021-01-09 08:00:00,XMR/USDT,142.18000000,144.79000000,141.32000000,144.34000000,4034.32432000,579163.73784070,1848
1610175600000,2021-01-09 07:00:00,XMR/USDT,140.78000000,142.27000000,140.43000000,142.10000000,2377.85615000,336817.47996770,1022
1610172000000,2021-01-09 06:00:00,XMR/USDT,140.24000000,141.58000000,139.87000000,140.80000000,3746.07573000,528228.28619950,1555
1610168400000,2021-01-09 05:00:00,XMR/USDT,142.04000000,142.06000000,139.07000000,140.43000000,3437.49366000,482431.37838900,1566
1610164800000,2021-01-09 04:00:00,XMR/USDT,143.04000000,143.04000000,141.29000000,142.03000000,2996.39831000,425182.62341950,1091
1610161200000,2021-01-09 03:00:00,XMR/USDT,141.35000000,143.24000000,140.46000000,143.06000000,2356.49106000,334319.74879460,1369
1610157600000,2021-01-09 02:00:00,XMR/USDT,140.99000000,142.79000000,140.35000000,141.35000000,2892.84457000,408964.43638650,1594
1610154000000,2021-01-09 01:00:00,XMR/USDT,141.93000000,141.94000000,139.43000000,140.94000000,4270.96326000,599940.93280140,1745
1610150400000,2021-01-09 00:00:00,XMR/USDT,142.13000000,144.46000000,140.99000000,141.95000000,4657.39916000,664365.75564710,2064
1610146800000,2021-01-08 23:00:00,XMR/USDT,142.80000000,142.80000000,140.00000000,142.11000000,5746.35369000,813104.24390660,1756
1610143200000,2021-01-08 22:00:00,XMR/USDT,139.47000000,143.03000000,137.67000000,142.77000000,5507.73290000,773499.14275180,2382
1610139600000,2021-01-08 21:00:00,XMR/USDT,137.55000000,139.68000000,136.88000000,139.46000000,4289.44953000,593863.04840010,1773
1610136000000,2021-01-08 20:00:00,XMR/USDT,141.84000000,142.40000000,136.97000000,137.59000000,21032.17474000,2916148.51610550,5694
1610132400000,2021-01-08 19:00:00,XMR/USDT,141.86000000,143.29000000,141.83000000,141.83000000,2807.75855000,400332.16171180,1407
1610128800000,2021-01-08 18:00:00,XMR/USDT,144.01000000,144.61000000,140.50000000,141.93000000,7784.66812000,1104364.64082590,3065
1610125200000,2021-01-08 17:00:00,XMR/USDT,146.29000000,146.79000000,143.97000000,144.01000000,4699.87811000,684690.96397070,1969
1610121600000,2021-01-08 16:00:00,XMR/USDT,144.88000000,146.74000000,144.83000000,146.30000000,8074.52070000,1177768.65220730,2990
1610118000000,2021-01-08 15:00:00,XMR/USDT,146.05000000,146.44000000,142.84000000,144.84000000,7884.08278000,1141215.75515080,3610
1610114400000,2021-01-08 14:00:00,XMR/USDT,145.95000000,147.43000000,145.41000000,146.11000000,10781.72966000,1578504.36146720,2369
1610110800000,2021-01-08 13:00:00,XMR/USDT,144.68000000,146.60000000,142.79000000,146.02000000,10437.33493000,1510371.57069450,3345
1610107200000,2021-01-08 12:00:00,XMR/USDT,146.90000000,147.30000000,141.88000000,144.61000000,21461.43653000,3101498.04207450,4428
1610103600000,2021-01-08 11:00:00,XMR/USDT,150.06000000,150.28000000,146.00000000,146.89000000,13544.19144000,2000250.84923860,3908
1610100000000,2021-01-08 10:00:00,XMR/USDT,147.60000000,150.22000000,147.08000000,149.94000000,11012.12606000,1638799.74048490,4518
1610096400000,2021-01-08 09:00:00,XMR/USDT,147.00000000,147.60000000,144.67000000,147.48000000,6786.93557000,990764.82036990,2824
1610092800000,2021-01-08 08:00:00,XMR/USDT,147.43000000,147.80000000,146.02000000,147.00000000,5205.96256000,764585.40171870,1988
1610089200000,2021-01-08 07:00:00,XMR/USDT,145.30000000,147.53000000,144.64000000,147.38000000,5796.85285000,846866.87299130,2656
1610085600000,2021-01-08 06:00:00,XMR/USDT,142.49000000,146.30000000,140.79000000,145.20000000,8440.31334000,1214688.63402440,3081
1610082000000,2021-01-08 05:00:00,XMR/USDT,144.81000000,144.81000000,140.95000000,142.27000000,5308.39529000,758387.93358980,2411
1610078400000,2021-01-08 04:00:00,XMR/USDT,140.74000000,145.00000000,140.61000000,144.80000000,5394.87632000,768696.20192160,2492
1610074800000,2021-01-08 03:00:00,XMR/USDT,140.78000000,142.94000000,140.37000000,140.73000000,5556.23160000,787315.59586260,2515
1610071200000,2021-01-08 02:00:00,XMR/USDT,138.70000000,142.16000000,135.37000000,141.11000000,23292.07798000,3240249.02545410,7586
1610067600000,2021-01-08 01:00:00,XMR/USDT,140.11000000,140.67000000,136.03000000,138.91000000,13069.38984000,1807899.14365460,4333
1610064000000,2021-01-08 00:00:00,XMR/USDT,142.95000000,143.94000000,139.99000000,140.15000000,6338.05980000,902068.14824960,2196
1610060400000,2021-01-07 23:00:00,XMR/USDT,144.85000000,145.83000000,139.62000000,142.90000000,19246.52666000,2737392.15107230,5069
1610056800000,2021-01-07 22:00:00,XMR/USDT,147.92000000,147.92000000,144.76000000,144.83000000,10240.16835000,1497169.85360820,2514
1610053200000,2021-01-07 21:00:00,XMR/USDT,146.27000000,148.54000000,146.02000000,147.85000000,7602.66993000,1120728.22047510,2899
1610049600000,2021-01-07 20:00:00,XMR/USDT,144.83000000,146.32000000,143.47000000,146.22000000,7175.21523000,1038512.04035130,2909
1610046000000,2021-01-07 19:00:00,XMR/USDT,143.77000000,145.66000000,141.12000000,144.82000000,13332.38594000,1916067.02868320,4392
1610042400000,2021-01-07 18:00:00,XMR/USDT,146.83000000,149.00000000,140.08000000,143.72000000,20474.29885000,2973754.19249650,7295
1610038800000,2021-01-07 17:00:00,XMR/USDT,147.61000000,148.18000000,146.70000000,146.90000000,5996.16777000,884270.19985170,2051
1610035200000,2021-01-07 16:00:00,XMR/USDT,150.20000000,151.28000000,145.65000000,147.57000000,19042.34371000,2835642.77468400,5601
1610031600000,2021-01-07 15:00:00,XMR/USDT,149.79000000,153.10000000,149.58000000,150.15000000,14408.91468000,2178339.39756770,4197
1610028000000,2021-01-07 14:00:00,XMR/USDT,150.84000000,150.99000000,149.32000000,149.88000000,7661.91170000,1150707.97745690,2443
1610024400000,2021-01-07 13:00:00,XMR/USDT,150.94000000,151.71000000,149.00000000,150.89000000,12082.05109000,1816718.83900200,3667
1610020800000,2021-01-07 12:00:00,XMR/USDT,149.82000000,151.99000000,148.66000000,151.11000000,14946.83393000,2250048.30747060,5180
1610017200000,2021-01-07 11:00:00,XMR/USDT,146.80000000,152.73000000,146.80000000,149.95000000,22321.10085000,3351795.08327620,7118
1610013600000,2021-01-07 10:00:00,XMR/USDT,147.79000000,149.26000000,146.00000000,146.64000000,17808.88456000,2627886.45667520,6114
1610010000000,2021-01-07 09:00:00,XMR/USDT,143.41000000,147.81000000,142.73000000,147.78000000,13077.04465000,1894184.82790050,4911
1610006400000,2021-01-07 08:00:00,XMR/USDT,141.71000000,143.79000000,140.22000000,143.46000000,7735.88840000,1098615.75375500,3082
1610002800000,2021-01-07 07:00:00,XMR/USDT,142.39000000,142.86000000,141.44000000,141.62000000,5166.65513000,734296.17191870,1958
1609999200000,2021-01-07 06:00:00,XMR/USDT,142.45000000,142.75000000,139.52000000,142.42000000,9970.59212000,1406478.36118600,2907
1609995600000,2021-01-07 05:00:00,XMR/USDT,141.62000000,142.60000000,140.35000000,142.45000000,6806.88802000,962670.90564670,1793
1609992000000,2021-01-07 04:00:00,XMR/USDT,141.52000000,143.62000000,141.21000000,141.63000000,8433.49532000,1200166.25597890,2554
1609988400000,2021-01-07 03:00:00,XMR/USDT,141.31000000,142.77000000,140.16000000,141.61000000,6718.16211000,949498.38546660,2535
1609984800000,2021-01-07 02:00:00,XMR/USDT,141.96000000,142.34000000,139.30000000,141.38000000,4418.15067000,622344.93838990,1788
1609981200000,2021-01-07 01:00:00,XMR/USDT,140.39000000,142.88000000,139.70000000,141.94000000,7277.91767000,1028254.70894220,2282
1609977600000,2021-01-07 00:00:00,XMR/USDT,142.37000000,143.23000000,140.00000000,140.20000000,8178.59099000,1156538.85478730,3110
1609974000000,2021-01-06 23:00:00,XMR/USDT,139.34000000,142.37000000,139.34000000,142.31000000,6894.92117000,971400.10345650,2585
1609970400000,2021-01-06 22:00:00,XMR/USDT,137.43000000,139.81000000,136.47000000,139.25000000,10162.74291000,1411841.38720880,2848
1609966800000,2021-01-06 21:00:00,XMR/USDT,136.90000000,137.98000000,136.11000000,137.49000000,12263.27722000,1678502.01517540,3304
1609963200000,2021-01-06 20:00:00,XMR/USDT,137.48000000,138.74000000,135.00000000,136.81000000,13917.47822000,1900318.82961130,4603
1609959600000,2021-01-06 19:00:00,XMR/USDT,141.16000000,141.44000000,137.12000000,137.49000000,7491.85221000,1050562.01065190,2589
1609956000000,2021-01-06 18:00:00,XMR/USDT,138.89000000,141.18000000,138.83000000,141.13000000,7061.24438000,988216.42026470,2102
1609952400000,2021-01-06 17:00:00,XMR/USDT,137.91000000,139.17000000,137.91000000,138.90000000,5129.10843000,710940.63766840,1584
1609948800000,2021-01-06 16:00:00,XMR/USDT,138.45000000,139.59000000,137.26000000,137.88000000,8354.23711000,1160132.72890700,2681
1609945200000,2021-01-06 15:00:00,XMR/USDT,137.18000000,138.61000000,137.07000000,138.45000000,4525.49205000,624941.24784640,1518
1609941600000,2021-01-06 14:00:00,XMR/USDT,137.08000000,138.60000000,136.59000000,137.03000000,6850.18855000,943346.11928700,2419
1609938000000,2021-01-06 13:00:00,XMR/USDT,138.22000000,139.15000000,135.98000000,137.12000000,10125.74563000,1391396.41110030,3750
1609934400000,2021-01-06 12:00:00,XMR/USDT,136.45000000,138.86000000,135.83000000,138.27000000,7091.84335000,971431.53260040,2745
1609930800000,2021-01-06 11:00:00,XMR/USDT,136.25000000,137.19000000,135.86000000,136.42000000,4977.19485000,679196.41492650,2172
1609927200000,2021-01-06 10:00:00,XMR/USDT,134.96000000,136.51000000,134.85000000,136.22000000,3415.67293000,463964.57700790,1623
1609923600000,2021-01-06 09:00:00,XMR/USDT,135.32000000,135.97000000,133.65000000,134.99000000,4616.77606000,622139.04571590,1993
1609920000000,2021-01-06 08:00:00,XMR/USDT,136.13000000,137.09000000,134.84000000,135.30000000,4413.09262000,599335.52972940,1902
1609916400000,2021-01-06 07:00:00,XMR/USDT,136.17000000,137.50000000,135.13000000,136.14000000,6396.98682000,873093.94893340,2660
1609912800000,2021-01-06 06:00:00,XMR/USDT,134.16000000,136.15000000,134.02000000,136.08000000,3400.69238000,459686.01387360,1080
1609909200000,2021-01-06 05:00:00,XMR/USDT,135.98000000,136.10000000,134.00000000,134.17000000,3705.76329000,499899.48178630,1255
1609905600000,2021-01-06 04:00:00,XMR/USDT,133.24000000,136.34000000,133.21000000,136.01000000,6256.44561000,843617.67504470,2629
1609902000000,2021-01-06 03:00:00,XMR/USDT,134.18000000,134.30000000,132.53000000,133.22000000,2938.20435000,392565.56769230,1094
1609898400000,2021-01-06 02:00:00,XMR/USDT,133.37000000,134.65000000,132.86000000,134.15000000,2609.84282000,349399.77014610,1407
1609894800000,2021-01-06 01:00:00,XMR/USDT,135.25000000,135.51000000,132.71000000,133.26000000,4233.05336000,567713.96603810,1725
1609891200000,2021-01-06 00:00:00,XMR/USDT,136.00000000,137.21000000,133.94000000,135.18000000,6097.94710000,824058.15893890,2381
1609887600000,2021-01-05 23:00:00,XMR/USDT,139.30000000,139.60000000,135.72000000,136.00000000,5659.30774000,778288.68876320,2159
